,1. open,2. high,3. low,4. close,5. volume,MACD_Signal,MACD,MACD_Hist,RSI,WILLR,ADX,MOM
2010-08-09,73.34,73.6,72.89,73.35,2666400.0,1.2061,1.5097,0.3036,67.237,-3.5361,26.7307,1.76
2010-08-06,72.4,73.205,71.68,72.73,3213600.0,1.1302,1.4641,0.3339,65.0777,-8.1579,26.0197,1.83
2010-08-05,72.38,73.35,72.11,73.2,3066100.0,1.0467,1.4477,0.401,68.2437,-1.9737,25.508,3.67
2010-08-04,72.21,72.94,72.06,72.67,2807800.0,0.9465,1.3578,0.4114,66.5392,-3.7552,24.3956,5.64
2010-08-03,72.25,72.78,71.98,72.03,3557800.0,0.8436,1.2774,0.4338,64.3962,-11.5493,23.4341,4.49
2010-08-02,72.04,72.85,71.77,72.61,3796900.0,0.7352,1.2213,0.4861,68.0644,-3.3803,22.4903,6.22
2010-07-30,70.56,71.5,69.79,71.1,4725700.0,0.6137,1.0729,0.4592,62.9644,-14.4,21.474,5.07
2010-07-29,71.48,72.0,70.49,71.15,5161500.0,0.4989,1.0215,0.5227,63.2751,-13.6,21.1678,3.0
2010-07-28,71.07,71.47,70.78,71.11,3662100.0,0.3682,0.9361,0.5679,63.14,-13.8264,20.0358,3.1
2010-07-27,71.96,71.97,70.745,71.09,4617500.0,0.2262,0.8175,0.5913,63.0769,-14.1479,19.123,3.33
2010-07-26,70.62,71.79,70.35,71.59,4535400.0,0.0784,0.6563,0.5779,65.6861,-2.7663,18.1399,4.91
2010-07-23,69.48,71.14,69.16,70.9,4661000.0,-0.0661,0.39,0.4561,63.7654,-3.3195,17.1782,3.39
2010-07-22,68.01,69.91,68.01,69.53,5200500.0,-0.1801,0.1148,0.2949,59.5958,-6.2603,16.4956,2.3
2010-07-21,67.67,68.73,66.53,67.03,6598700.0,-0.2538,-0.0987,0.1551,49.8094,-33.2681,16.5092,0.48
2010-07-20,65.75,67.74,65.75,67.54,5256400.0,-0.2926,-0.1152,0.1774,52.2047,-17.2996,17.3787,2.95
2010-07-19,66.42,66.9,66.12,66.39,4731700.0,-0.3369,-0.1865,0.1504,46.8534,-41.5612,18.2743,2.1
2010-07-16,67.95,68.02,65.88,66.03,4498700.0,-0.3745,-0.1577,0.2168,45.0655,-49.1561,18.4254,1.64
2010-07-15,67.96,68.36,67.17,68.15,4340200.0,-0.4287,-0.082,0.3467,55.2243,-4.4304,18.588,3.24
2010-07-14,67.63,68.34,67.38,68.01,3441300.0,-0.5154,-0.2001,0.3153,54.5967,-10.2249,19.7459,3.04
2010-07-13,67.18,68.3183,67.18,67.76,5035900.0,-0.5942,-0.3336,0.2606,53.5163,-18.3432,21.1683,0.65
2010-07-12,67.18,67.59,66.27,66.68,3787200.0,-0.6594,-0.4737,0.1857,48.6111,-49.4215,22.6823,-1.18
2010-07-09,67.28,67.7,66.88,67.51,2919600.0,-0.7058,-0.5357,0.1701,52.5699,-44.4286,23.718,0.16
2010-07-08,67.07,67.24,66.29,67.23,3637900.0,-0.7483,-0.6916,0.0568,51.3282,-48.4286,25.2732,-0.76
2010-07-07,64.6,66.59,64.56,66.55,5255700.0,-0.7625,-0.8519,-0.0894,48.2746,-58.1429,26.5807,-1.44
2010-07-06,64.81,65.2205,63.91,64.59,5780000.0,-0.7402,-0.9749,-0.2347,37.8359,-86.1429,27.4519,-4.78
