Date,Open,High,Low,Close,Volume,WillR%,RSI,MOM,Hist,Signal,MACD,CLASS LABEL
7/28/2017,149.89,150.23,149.19,149.5,17213653,-46.7222,52.1528,0.46,0.3778,0.8296,1.2073,0
7/27/2017,153.75,153.99,147.3,150.56,32476337,-32.2976,55.8541,2.79,0.6309,0.7351,1.366,0
7/26/2017,153.35,153.93,153.06,153.46,15780951,-4.2611,68.1392,7.72,0.8633,0.5774,1.4407,1
7/25/2017,151.8,153.84,151.8,152.74,18853932,-9.6238,66.4373,7.21,0.8582,0.3616,1.2198,1
7/24/2017,150.58,152.44,149.9,152.09,21493160,-3.4895,64.864,7.03,0.8465,0.147,0.9935,1
7/21/2017,149.99,150.44,148.88,150.27,26252630,-15.7556,59.9871,6.09,0.8209,-0.0646,0.7563,0
7/20/2017,151.5,151.74,150.19,150.34,17243748,-15.0054,60.286,7.61,0.8977,-0.2698,0.6279,0
7/19/2017,150.48,151.42,149.95,151.02,20922969,-4.3764,63.1226,6.93,0.942,-0.4942,0.4478,1
7/18/2017,149.2,150.13,148.67,150.08,17868792,-9.5128,60.7521,6.58,0.8719,-0.7297,0.1421,1
7/17/2017,148.82,150.9,148.57,149.56,23793456,-15.5452,59.412,5.54,0.7933,-0.9477,-0.1544,1
7/14/2017,147.97,149.33,147.33,149.04,20132061,-4.1135,58.0829,5.36,0.6684,-1.146,-0.4777,1
7/13/2017,145.5,148.49,145.44,147.77,25199373,-11.5942,54.7203,1.94,0.4828,-1.3131,-0.8304,1
7/12/2017,145.87,146.18,144.82,145.74,24884478,-42.3333,48.6004,2.01,0.2946,-1.4338,-1.1392,1
7/11/2017,144.73,145.85,144.38,145.53,19781836,-45.8333,47.9243,-0.29,0.1974,-1.5075,-1.31,1
7/10/2017,144.11,145.95,143.37,145.06,21090636,-53.6667,46.4607,-1.22,0.0691,-1.5568,-1.4877,1
7/7/2017,142.9,144.75,142.9,144.18,19201712,-68.3333,43.7102,-1.45,-0.0709,-1.5741,-1.645,1
7/6/2017,143.02,143.5,142.41,142.73,24128782,-91.2829,38.9081,-3.14,-0.1758,-1.5564,-1.7322,0
7/5/2017,143.69,144.79,142.7237,144.09,21569557,-68.9145,42.031,-0.92,-0.1583,-1.5124,-1.6707,1
7/3/2017,144.88,145.3,143.1,143.5,14258300,-78.6184,40.094,-2.84,-0.2335,-1.4729,-1.7063,0
6/30/2017,144.45,144.96,143.78,144.02,23024107,-70.0658,41.2213,1.75,-0.2525,-1.4145,-1.667,1
6/29/2017,144.71,145.13,142.28,143.68,31499368,-75.6579,40.2005,-0.61,-0.294,-1.3514,-1.6454,0
6/28/2017,144.49,146.11,143.1601,145.83,22082432,-72.0554,44.7652,0.67,-0.2814,-1.2779,-1.5593,1
6/27/2017,145.01,146.16,143.62,143.73,24761891,-88.5307,38.4238,-2.86,-0.4381,-1.2075,-1.6457,0
6/26/2017,147.17,148.28,145.38,145.82,25692361,-73.73,42.9844,0.4,-0.4202,-1.098,-1.5181,0
6/23/2017,145.13,147.16,145.11,146.28,35439389,-70.3919,44.053,-2.7,-0.5531,-0.9929,-1.5461,1
6/22/2017,145.77,146.7,145.1199,145.63,19106294,-75.1089,42.1665,-9.36,-0.7514,-0.8546,-1.6061,0
6/21/2017,145.52,146.0693,144.61,145.87,21265751,-73.3672,42.6597,-9.5,-0.9263,-0.6668,-1.5931,1
6/20/2017,146.87,146.87,144.94,145.01,24900073,-79.6081,40.3377,-9.44,-1.1426,-0.4352,-1.5778,0
6/19/2017,143.66,146.74,143.66,146.34,32541404,-69.9565,42.8283,-7.59,-1.2983,-0.1496,-1.4478,1
6/16/2017,143.78,144.5,142.2,142.27,50361093,-99.492,30.6635,-13.18,-1.5713,0.175,-1.3963,0
6/15/2017,143.32,144.4798,142.21,144.29,32165373,-84.8947,33.9973,-8.89,-1.4636,0.5679,-0.8958,0
6/14/2017,147.5,147.5,143.84,145.16,31531232,-80.3267,35.5427,-7.6,-1.3833,0.9338,-0.4495,0
6/13/2017,147.16,147.45,145.15,146.59,34165445,-69.7105,38.1926,-7.08,-1.2416,1.2796,0.0379,1
6/12/2017,145.74,146.09,142.51,145.42,72307330,-78.3964,34.4815,-8.19,-1.076,1.59,0.514,0
6/9/2017,155.19,155.19,146.02,148.98,64882657,-70.2811,41.5261,-4.89,-0.6257,1.859,1.2333,0
6/8/2017,155.25,155.54,154.4,154.99,21250798,-26.3298,61.0919,1.65,-0.2445,2.0154,1.7709,0
6/7/2017,155.02,155.98,154.48,155.37,21069647,-12.5773,62.8299,1.57,-0.257,2.0765,1.8195,1
6/6/2017,153.9,155.81,153.78,154.45,26624926,-22.2951,60.2901,0.46,-0.3245,2.1408,1.8163,1
6/5/2017,154.34,154.45,153.46,153.93,25331662,-33.5433,58.8131,0.87,-0.3425,2.2219,1.8795,0
6/2/2017,153.58,155.45,152.89,155.45,27770715,-17.2911,65.4177,2.91,-0.3218,2.3075,1.9857,1
6/1/2017,153.17,153.33,152.22,153.18,16404088,-50,59.0388,2.93,-0.4503,2.388,1.9377,1
5/31/2017,153.97,154.17,152.38,152.76,24451164,-56.0519,57.6983,-2.71,-0.4213,2.5006,2.0793,0
5/30/2017,153.42,154.43,153.33,153.67,20126851,-42.9395,61.7652,-2.03,-0.3333,2.6059,2.2726,1
5/26/2017,154,154.24,153.31,153.61,21927637,-43.804,61.5995,-2.49,-0.2956,2.6892,2.3936,0
5/25/2017,153.73,154.35,153.03,153.87,19235598,-36.4829,62.6928,-0.08,-0.2438,2.7631,2.5193,1
5/24/2017,153.84,154.17,152.67,153.34,19219154,-33.4681,61.3958,0.08,-0.2074,2.8241,2.6166,0
5/23/2017,154.9,154.9,153.31,153.8,19918871,-26.2915,63.1657,-0.19,-0.1191,2.8759,2.7568,0
5/22/2017,154,154.58,152.91,153.99,22966437,-21.4863,63.8718,0.98,-0.057,2.9057,2.8487,1
5/19/2017,153.38,153.98,152.63,153.06,26960788,-28.9984,61.9378,4.1,-0.0146,2.92,2.9053,1
5/18/2017,151.27,153.34,151.13,152.54,33568215,-33.1987,60.8496,6.01,0.1064,2.9236,3.03,1
5/17/2017,153.6,154.57,149.71,150.25,50767678,-47.8326,55.6667,3.19,0.301,2.897,3.198,0
5/16/2017,155.94,156.06,154.72,155.47,20048478,-8.8191,77.3377,7.96,0.7773,2.8218,3.599,0
5/15/2017,156.01,156.65,155.05,155.7,26009719,-7.1001,78.5895,9.12,0.8996,2.6275,3.5271,0
5/12/2017,154.7,156.42,154.67,156.1,32527017,-2.4335,80.6988,12.45,0.958,2.4026,3.3605,1
5/11/2017,152.45,154.07,152.31,153.95,27255058,-7.9487,77.7133,10.16,0.8953,2.1631,3.0584,1
5/10/2017,153.63,153.94,152.11,153.26,25805692,-12.4328,76.6364,9.58,0.9079,1.9392,2.8471,0
5/9/2017,153.87,154.88,153.45,153.99,39130363,-6.4869,80.4558,9.46,0.894,1.7123,2.6063,1
5/8/2017,149.03,153.7,149.03,153.01,48752413,-5.2075,79.1612,9.37,0.6979,1.4888,2.1867,1
5/5/2017,146.76,148.98,146.76,148.96,27327725,-0.2345,72.0581,6.69,0.4048,1.3143,1.7191,1
5/4/2017,146.52,147.14,145.81,146.53,23371872,-20.4188,65.5079,4.09,0.2965,1.2131,1.5096,0
5/3/2017,145.59,147.49,144.27,147.06,45697034,-13.4817,68.7731,6.38,0.3287,1.139,1.4677,0
5/2/2017,147.54,148.09,146.84,147.51,45352194,-7.5916,71.5862,6.31,0.2821,1.0568,1.3389,1
5/1/2017,145.1,147.2,144.96,146.58,33602943,-8.6835,69.1658,4.75,0.1229,0.9863,1.1092,1
4/28/2017,144.09,144.3,143.27,143.65,20860358,-25.8264,58.9311,2.6,-0.0609,0.9555,0.8946,0
4/27/2017,143.9225,144.16,143.31,143.79,14246347,-22.9339,59.812,1.99,-0.0647,0.9708,0.9061,1
4/26/2017,144.47,144.6,143.3762,143.68,20041241,-25.2066,59.3689,2.05,-0.0937,0.987,0.8932,0
4/25/2017,143.91,144.9,143.87,144.53,18871501,-17.2222,64.4692,1.36,-0.1354,1.0104,0.875,1
4/24/2017,143.5,143.95,143.18,143.64,17116599,-33.7037,61.231,0.3,-0.2917,1.0442,0.7525,1
4/21/2017,142.44,142.68,141.85,142.27,17320928,-59.0741,55.424,-1.39,-0.4414,1.1172,0.6758,0
4/20/2017,141.22,142.92,141.16,142.44,23319562,-55.9259,56.3973,-1.58,-0.5199,1.2275,0.7076,1
4/19/2017,141.88,142,140.45,140.68,17328375,-88.5185,47.5406,-4.09,-0.6369,1.3575,0.7206,0
4/18/2017,141.41,142.04,141.11,141.2,14697544,-78.8889,50.3462,-2.5,-0.6109,1.5167,0.9058,0
4/17/2017,141.48,141.88,140.87,141.83,16582094,-67.2222,53.9266,-1.83,-0.5933,1.6695,1.0762,1
4/13/2017,141.91,142.38,141.05,141.05,17822880,-64.4737,49.8244,-2.88,-0.604,1.8178,1.2138,0
4/12/2017,141.6,142.15,141.01,141.8,20350000,-53.5088,54.1273,-2.32,-0.5176,1.9688,1.4512,1
4/11/2017,142.94,143.35,140.06,141.63,30379376,-55.9942,53.278,-2.17,-0.4414,2.0982,1.6568,0
4/10/2017,143.6,143.8792,142.9,143.17,18933397,-33.4795,63.1057,2.29,-0.2962,2.2085,1.9123,0
4/7/2017,143.73,144.18,143.27,143.34,16658543,-30.9942,64.3219,2.7,-0.2286,2.2826,2.0539,0
4/6/2017,144.29,144.52,143.45,143.66,21149034,-26.3158,66.5642,2.74,-0.1523,2.3397,2.1875,0
4/5/2017,144.22,145.46,143.81,144.02,27717854,-21.0526,69.0799,2.6,-0.0843,2.3778,2.2935,0
4/4/2017,143.25,144.89,143.17,144.77,19891354,-1.9139,74.5288,4.93,-0.04,2.3989,2.3589,1
4/3/2017,143.71,144.12,143.05,143.7,19985714,-13.6054,71.5566,2.24,-0.0773,2.4089,2.3316,1
3/31/2017,143.72,144.27,143.01,143.66,19661651,-14.2857,71.4409,3.67,-0.0564,2.4282,2.3718,0
3/30/2017,144.19,144.5,143.5,143.93,21207252,-9.6939,73.3097,3.24,-0.0496,2.4423,2.3927,0
3/29/2017,143.68,144.49,143.19,144.12,29189955,-6.3032,74.5846,3.66,-0.0976,2.4547,2.3571,1
3/28/2017,140.91,144.04,140.62,143.8,33374805,-3.4335,73.8741,4.81,-0.221,2.4791,2.258,1
3/27/2017,139.39,141.22,138.62,140.88,23575094,-33.3913,65.7639,1.68,-0.403,2.5343,2.1313,1
3/24/2017,141.5,141.74,140.35,140.64,22395563,-37.5652,64.9331,1.5,-0.3992,2.6351,2.2358,0
3/23/2017,141.26,141.5844,140.61,140.92,20346301,-32.6957,66.6862,2.24,-0.3737,2.7349,2.3612,0
3/22/2017,139.845,141.6,139.76,141.42,25860165,-24,69.8116,2.42,-0.3699,2.8283,2.4584,1
3/21/2017,142.11,142.8,139.73,139.84,39529912,-51.4783,64.9981,0.32,-0.425,2.9208,2.4957,0
3/20/2017,140.4,141.5,140.23,141.46,21542038,-0.8989,76.6313,2.12,-0.359,3.027,2.668,1
3/17/2017,141,141,139.89,139.99,43884952,-23.8426,72.4814,0.21,-0.4327,3.1168,2.6841,0
3/16/2017,140.72,141.02,140.26,140.69,19231998,-6.962,78.658,1.73,-0.4097,3.225,2.8152,1
3/15/2017,139.41,140.7501,139.025,140.46,25691774,-5.3034,78.0883,0.67,-0.457,3.3274,2.8704,1
3/14/2017,139.3,139.65,138.84,138.99,15309065,-25.7792,73.9636,2,-0.5191,3.4416,2.9226,0
3/13/2017,138.85,139.43,138.82,139.2,17421717,-21.578,75.8578,2.27,-0.4751,3.5714,3.0963,1
3/10/2017,139.25,139.3571,138.64,139.14,19612801,-22.7784,75.6926,2.48,-0.4387,3.6902,3.2515,1
3/9/2017,138.74,138.79,137.05,138.68,22155904,-30.8693,74.4482,2.15,-0.3913,3.7999,3.4085,0
3/8/2017,138.95,139.8,138.82,139,18707236,-23.5089,76.9945,1.89,-0.2915,3.8977,3.6062,0
3/7/2017,139.06,139.98,138.79,139.52,17446297,-13.4061,81.1842,2.82,-0.1971,3.9706,3.7734,1
3/6/2017,139.365,139.77,138.5959,139.34,21750044,-13.354,80.8492,3.62,-0.1408,4.0198,3.879,0
3/3/2017,138.78,139.83,138.59,139.78,21571121,-6.6227,84.2537,4.435,-0.0793,4.0551,3.9758,1
3/2/2017,140,140.2786,138.76,138.96,26210984,-16.0246,83.0161,3.45,-0.0783,4.0749,3.9966,0
3/1/2017,137.89,140.15,137.595,139.79,36414585,-3.9867,89.6381,4.77,-0.046,4.0945,4.0485,1
2/28/2017,137.08,137.435,136.7,136.99,23482860,-7.7044,86.1864,3.7,-0.1346,4.1059,3.9714,1
2/27/2017,137.14,137.435,136.28,136.93,20257426,-7.8236,86.0942,4.81,-0.0393,4.1396,4.1003,1
2/24/2017,135.91,136.66,135.28,136.66,21776585,-9.5571,85.6954,4.24,0.0618,4.1494,4.2113,1
2/23/2017,137.38,137.48,136.3,136.53,20788186,-10.1931,85.5096,4.49,0.1852,4.134,4.3191,0
2/22/2017,136.43,137.12,136.11,137.11,20836932,-0.1071,90.3729,5.58,0.3196,4.0877,4.4073,1
2/21/2017,136.23,136.75,135.98,136.7,24507156,-0.5133,89.9996,6.41,0.3888,4.0078,4.3966,1
2/17/2017,135.1,135.83,135.1,135.72,22198197,-3.5144,89.0577,6.64,0.4502,3.9106,4.3607,1
2/16/2017,135.67,135.9,134.8398,135.345,22584555,-5.9105,88.6789,6.815,0.5533,3.798,4.3513,0
2/15/2017,135.52,136.27,134.62,135.51,35623100,-4.8562,89.9513,6.76,0.6545,3.6597,4.3142,1
2/14/2017,133.47,135.09,133.25,135.02,33226223,-0.4838,89.5373,13.67,0.6913,3.4961,4.1873,1
2/13/2017,133.08,133.82,132.75,133.29,23035421,-3.9143,87.9035,11.66,0.6911,3.3233,4.0143,1
2/10/2017,132.46,132.94,132.05,132.12,20065458,-6.1012,86.5883,10.17,0.7608,3.1505,3.9113,0
2/9/2017,131.65,132.445,131.12,132.42,28349859,-0.1931,88.8894,10.48,0.8817,2.9603,3.842,1
2/8/2017,131.35,132.22,131.22,132.04,23004072,-1.4151,88.5309,10.16,0.9273,2.7399,3.6671,1
2/7/2017,130.54,132.09,130.45,131.53,38183841,-4.4025,88.0504,11.56,0.9212,2.508,3.4293,1
2/6/2017,129.13,130.5,128.9,130.29,26845924,-1.8868,86.802,10.21,0.85,2.2777,3.1277,1
2/3/2017,128.31,129.19,128.16,129.08,24507301,-11.4914,85.4221,9.08,0.7584,2.0652,2.8236,1
2/2/2017,127.975,129.39,127.78,128.53,33710411,-15.9739,84.749,8.75,0.6419,1.8756,2.5176,0
2/1/2017,127.03,130.49,127.01,128.75,111985040,-14.1694,86.2277,8.76,0.4312,1.7152,2.1464,1
1/31/2017,121.15,121.39,120.62,121.35,49200993,-25.7683,69.7332,1.35,0.0116,1.6074,1.6189,0
1/30/2017,120.93,121.63,120.66,121.63,30377503,-19.1489,72.7965,2.59,0.0712,1.6045,1.6756,0
1/27/2017,122.14,122.35,121.6,121.95,20562944,-10.8889,76.356,2.7,0.1085,1.5867,1.6951,1
1/26/2017,121.67,122.44,121.6,121.94,26337576,-8.3752,76.3224,2.19,0.1032,1.5596,1.6628,1
1/25/2017,120.42,122.1,120.28,121.88,32586673,-3.4976,76.1335,2.77,0.0646,1.5337,1.5983,1
1/24/2017,119.55,120.1,119.5,119.97,23211038,-16.6008,68.7662,0.98,-0.0187,1.5176,1.4989,0
1/23/2017,120,120.81,119.77,120.08,22050218,-12.0661,69.9205,2.17,0.0224,1.5223,1.5447,1
1/20/2017,120.45,120.45,119.7346,120,32597892,-8.7108,69.5756,3.39,0.0528,1.5166,1.5695,1
1/19/2017,119.4,120.09,119.37,119.78,25597291,-12.5436,68.658,3.76,0.083,1.5034,1.5864,0
1/18/2017,120,120.5,119.71,119.99,23712961,-8.885,70.5438,3.84,0.1246,1.4827,1.6073,0
1/17/2017,118.34,120.24,118.22,120,34439843,-4.3796,70.6296,4.18,0.1377,1.4515,1.5893,1
1/13/2017,119.11,119.62,118.81,119.04,26111948,-17.2147,67.0588,2.31,0.125,1.4171,1.5421,0
1/12/2017,118.895,119.3,118.21,119.25,27086220,-13.1528,68.7568,2.49,0.1714,1.3859,1.5572,0
1/11/2017,118.74,119.93,118.6,119.75,27588593,-3.4816,72.8342,2.49,0.1895,1.343,1.5325,1
1/10/2017,118.77,119.38,118.3,119.11,24462051,-6.8522,70.7742,2.59,0.1321,1.2956,1.4277,1
1/9/2017,117.95,119.43,117.94,118.99,33561948,-9.4218,70.3832,2.7,0.0757,1.2626,1.3384,1
1/6/2017,116.78,118.16,116.47,117.91,31751900,-7.3529,66.6549,0.85,-0.0266,1.2437,1.2171,1
1/5/2017,115.92,116.8642,115.81,116.61,22193587,-43.1923,61.1947,-0.34,-0.0958,1.2504,1.1545,1
1/4/2017,115.85,116.51,115.75,116.02,21118116,-61.3093,58.3184,-0.62,-0.084,1.2743,1.1903,0
1/3/2017,115.8,116.33,114.76,116.15,28781865,-43.7491,59.2165,0.18,-0.0166,1.2953,1.2787,1
12/30/2016,116.65,117.2,115.43,115.82,30586265,-39.746,57.6804,0,0.0602,1.2995,1.3597,0
12/29/2016,116.45,117.1095,116.4,116.73,15039519,-22.5458,63.8371,1.54,0.1924,1.2844,1.4768,0
12/28/2016,117.52,118.0166,116.2,116.76,20905892,-16.9431,64.0464,1.57,0.276,1.2363,1.5123,0
12/27/2016,116.52,117.8,116.49,117.26,18296855,-6.25,67.4694,3.96,0.3651,1.1673,1.5324,1
12/23/2016,115.59,116.52,115.59,116.52,14249484,-11.7506,64.8906,2.57,0.409,1.076,1.485,1
12/22/2016,116.35,116.51,115.64,116.29,26085854,-13.0811,64.0685,4.17,0.5044,0.9738,1.4782,0
12/21/2016,116.8,117.4,116.78,117.06,23783165,-4.7568,69.0981,6.03,0.6237,0.8477,1.4714,1
12/20/2016,116.74,117.5,116.68,116.95,21424965,-5.9459,68.7729,7,0.6711,0.6918,1.3629,1
12/19/2016,115.8,117.38,115.75,116.64,27779423,-8.1051,67.8886,7.53,0.6919,0.524,1.2159,1
12/16/2016,116.47,116.5,115.645,115.97,44351134,-8.9623,65.9537,6.07,0.691,0.351,1.042,1
12/15/2016,115.38,116.73,115.23,115.82,46524544,-10.7311,65.5218,6.33,0.6949,0.1783,0.8732,1
12/14/2016,115.04,116.2,114.98,115.19,34031834,-12.7044,63.7273,4.67,0.6558,0.0046,0.6603,0
12/13/2016,113.84,115.92,113.75,115.19,43733811,-9.5176,63.7273,3.73,0.6025,-0.1594,0.4431,1
12/12/2016,113.29,115,112.49,113.3,26374377,-25.1852,58.0839,1.73,0.4695,-0.31,0.1595,0
12/9/2016,112.31,114.7,112.31,113.95,34402627,-11.6279,61.1207,2.16,0.4149,-0.4274,-0.0125,1
12/8/2016,110.86,112.43,110.6,112.12,27068316,-8.1851,54.9652,0.89,0.2332,-0.5311,-0.2979,1
12/7/2016,109.26,111.19,109.16,111.03,29998719,-34.0451,50.6432,-0.77,0.1178,-0.5894,-0.4716,1
12/6/2016,109.5,110.36,109.19,109.95,26195462,-42.8815,45.8631,-1.78,0.0434,-0.6188,-0.5754,1
12/5/2016,110,110.03,108.25,109.11,34324540,-53.2058,41.7917,-0.95,0.0401,-0.6297,-0.5896,0
12/2/2016,109.17,110.09,108.85,109.9,26527997,-30.5903,44.7294,-0.05,0.1261,-0.6397,-0.5136,1
12/1/2016,110.365,110.94,109.03,109.49,37086862,-35.48,42.7914,-0.5,0.1816,-0.6713,-0.4896,0
11/30/2016,111.56,112.2,110.27,110.52,36162258,-23.1962,46.6033,3.41,0.3066,-0.7167,-0.4101,0
11/29/2016,110.78,112.03,110.07,111.46,28528750,-11.9857,50.4087,5.75,0.3858,-0.7933,-0.4075,0
11/28/2016,111.43,112.465,111.39,111.57,27193983,-10.6738,50.86,3.14,0.3958,-0.8898,-0.494,0
11/25/2016,111.13,111.87,110.95,111.79,11475922,-7.554,51.7199,4,0.3804,-0.9887,-0.6083,1
11/23/2016,111.36,111.51,110.33,111.23,27426394,-14.2686,49.7102,0.35,0.3159,-1.0838,-0.7679,0
11/22/2016,111.95,112.42,111.4,111.8,25965534,-7.4341,51.746,0.74,0.2594,-1.1628,-0.9033,1
11/21/2016,110.12,111.99,110.01,111.73,29264571,-7.497,51.5196,1.32,0.1065,-1.2277,-1.1211,1
11/18/2016,109.72,110.54,109.66,110.06,28428917,-38.2869,45.8959,1.22,-0.1214,-1.2543,-1.3757,1
11/17/2016,109.81,110.35,108.83,109.95,27632003,-42.1675,45.5093,0.12,-0.2866,-1.2239,-1.5105,0
11/16/2016,106.7,110.23,106.6,109.99,58840522,-46.9003,45.6194,-1.6,-0.4971,-1.1523,-1.6494,1
11/15/2016,106.57,107.68,106.1593,107.11,32264510,-74.2784,35.1296,-4.38,-0.7788,-1.028,-1.8068,1
11/14/2016,107.32,107.809,104.08,105.71,51175504,-86.163,28.9425,-7.83,-0.8549,-0.8333,-1.6882,0
11/11/2016,106.92,108.87,106.55,108.43,34143898,-79.2498,34.9575,-5.29,-0.7502,-0.6196,-1.3697,1
11/10/2016,111.09,111.09,105.83,107.79,57134541,-84.3575,31.8636,-6.69,-0.7882,-0.432,-1.2202,0
11/9/2016,109.88,111.32,108.05,110.88,59176361,-72.5509,40.5006,-4.71,-0.7115,-0.235,-0.9465,0
11/8/2016,110.31,111.72,109.7,111.06,24254179,-71.2195,41.1032,-7.19,-0.8409,-0.0571,-0.898,1
11/7/2016,110.08,110.51,109.46,110.41,32560000,-77.561,38.0102,-7.24,-0.9945,0.1531,-0.8413,1
11/4/2016,108.53,110.25,108.11,108.84,30836997,-92.878,29.7338,-7.76,-1.0924,0.4018,-0.6906,0
11/3/2016,110.98,111.46,109.55,109.83,26932602,-96.8218,32.2554,-7.23,-1.0031,0.6748,-0.3283,0
11/2/2016,111.4,112.35,111.23,111.59,28331709,-86.4623,37.5061,-5.53,-0.8875,0.9256,0.0381,1
11/1/2016,113.46,113.77,110.53,111.49,43825812,-87.7395,36.9647,-5.98,-0.8215,1.1475,0.326,0
10/31/2016,113.65,114.23,113.2,113.54,26419398,-93.4109,44.2641,-4.01,-0.654,1.3529,0.6989,0
10/28/2016,113.87,115.21,113.45,113.72,37861662,-92.3792,44.9884,-3.91,-0.5604,1.5164,0.956,0
10/27/2016,115.39,115.86,114.1,114.48,34562045,-78.2528,48.0726,-2.5,-0.4046,1.6565,1.2519,0
10/26/2016,114.31,115.7,113.31,115.59,66134219,-57.6208,53.0002,-1.75,-0.2237,1.7577,1.5339,0
10/25/2016,117.95,118.36,117.31,118.25,48128970,-7.9137,68.6615,1.95,-0.055,1.8136,1.7586,1
10/24/2016,117.1,117.74,117,117.65,23538673,-17.3333,66.594,1.6,-0.0783,1.8273,1.749,1
10/21/2016,116.81,116.91,116.28,116.6,23192665,-34.4884,62.5824,2.54,-0.0746,1.8469,1.7723,0
10/20/2016,116.86,117.38,116.33,117.06,24125801,-25.429,65.7966,3.17,0.0177,1.8656,1.8833,0
10/19/2016,117.25,117.76,113.8,117.12,20034594,-22.7866,66.2085,4.07,0.0895,1.8611,1.9506,0
10/18/2016,118.18,118.21,117.45,117.47,24553478,-17.7068,68.5321,4.47,0.1634,1.8388,2.0022,0
10/17/2016,117.33,117.84,116.78,117.55,23624896,-16.5457,69.0464,5.03,0.2052,1.7979,2.0031,0
10/14/2016,117.88,118.17,117.13,117.63,35652191,-15.3846,69.531,4.58,0.2205,1.7466,1.9671,1
10/13/2016,116.79,117.44,115.72,116.98,35192406,-23.9496,67.8276,4.8,0.1929,1.6915,1.8844,0
10/12/2016,117.35,117.98,116.75,117.34,37586787,-18.9076,69.8355,3.39,0.1743,1.6432,1.8175,1
10/11/2016,117.7,118.69,116.2,116.3,64041043,-33.4734,67.2335,3.21,0.0695,1.5997,1.6691,1
10/10/2016,115.02,116.75,114.72,116.05,36235956,-13.4615,66.5902,3.17,-0.021,1.5823,1.5613,1
10/7/2016,114.31,114.56,113.51,114.06,24358443,-25.9587,60.9191,1.35,-0.1611,1.5875,1.4265,1
10/6/2016,113.7,114.34,113.13,113.89,28779313,-49.46,60.3857,-0.73,-0.1916,1.6278,1.4362,1
10/5/2016,113.4,113.66,112.69,113.05,21453089,-67.6026,57.7392,-0.5,-0.2306,1.6757,1.4451,1
10/4/2016,113.06,114.31,112.63,113,29736835,-68.6825,57.5826,-0.57,-0.2124,1.7333,1.521,1
10/3/2016,112.71,113.05,112.28,112.52,21701760,-48.285,56.1333,-1.06,-0.1857,1.7864,1.6007,0
9/30/2016,112.46,113.37,111.8,113.05,36379106,-35.0112,58.1711,-1.87,-0.1048,1.8329,1.7281,1
9/29/2016,113.16,113.8,111.8,112.18,35886990,-29.304,55.7209,-3.39,-0.0475,1.8591,1.8116,0
9/28/2016,113.69,114.64,113.43,113.95,29641085,-16.337,62.6543,2.18,0.1095,1.8709,1.9804,1
9/27/2016,113,113.18,112.34,113.09,24607412,-22.6374,60.4331,5.14,0.1433,1.8436,1.9868,1
9/26/2016,111.64,113.39,111.55,112.88,29869442,-24.1758,59.8921,7.44,0.246,1.8078,2.0537,1
9/23/2016,114.42,114.79,111.55,112.71,52481151,-25.4212,59.4757,9.58,0.3843,1.7463,2.1306,0
9/22/2016,114.35,114.94,114,114.62,31073984,-11.4286,66.7011,9.1,0.5648,1.6502,2.215,1
9/21/2016,113.85,113.989,112.441,113.55,36003185,-19.2674,64.4548,5.19,0.5871,1.509,2.0961,0
9/20/2016,113.05,114.12,112.51,113.57,34514269,-19.1209,64.5303,5.87,0.6606,1.3622,2.0228,0
9/19/2016,115.19,116.18,113.25,113.58,47023046,-19.0476,64.5655,5.85,0.7006,1.197,1.8977,0
9/16/2016,115.12,116.13,114.04,114.92,79886911,-8.8971,69.2582,8.19,0.6876,1.0219,1.7094,0
9/15/2016,113.86,115.73,113.49,115.57,90613177,-1.2121,71.6023,9.47,0.4579,0.85,1.3079,1
9/14/2016,108.73,113.03,108.6,111.77,112340318,-12,65.2102,5.77,-0.0254,0.7355,0.7101,1
9/13/2016,107.51,108.79,107.24,107.95,62176190,-13.4185,55.9561,1.13,-0.4182,0.7419,0.3237,1
9/12/2016,102.65,105.72,102.53,105.44,45292770,-57.1429,47.4229,-1.5,-0.6316,0.8464,0.2148,1
9/9/2016,104.64,105.72,103.13,103.13,46556984,-100,36.9906,-4.44,-0.6761,1.0043,0.3282,0
9/8/2016,107.25,107.27,105.24,105.52,53002026,-93.7079,45.7028,-2.51,-0.47,1.1733,0.7034,0
9/7/2016,107.83,108.76,107.07,108.36,42364328,-31.7422,61.7506,-0.49,-0.3622,1.2908,0.9287,1
9/6/2016,107.9,108.3,107.51,107.7,26880391,-47.494,58.6147,-0.81,-0.4678,1.3814,0.9135,0
9/2/2016,107.7,108,106.82,107.73,26802450,-52.8541,58.8182,-1.63,-0.5502,1.4983,0.9481,1
9/1/2016,106.14,106.8,105.62,106.73,26701523,-73.9958,53.859,-2.35,-0.6604,1.6359,0.9755,1
8/31/2016,105.66,106.5699,105.64,106.1,29662406,-87.315,50.3622,-3.12,-0.703,1.801,1.098,1
8/30/2016,105.8,106.5,105.5,106,24863945,-89.4292,49.8015,-3.38,-0.6742,1.9767,1.3025,0
8/29/2016,106.62,107.44,106.29,106.82,24970300,-86.5482,54.4882,-2.66,-0.5905,2.1453,1.5548,0
8/26/2016,107.41,107.95,106.31,106.94,27766291,-83.9286,55.1941,-1.24,-0.5222,2.2929,1.7708,0
8/25/2016,107.39,107.88,106.68,107.57,25086248,-74.9296,58.9146,-0.36,-0.4151,2.4235,2.0084,0
8/24/2016,108.565,108.75,107.68,108.03,23675081,-54.321,61.7361,0.03,-0.3089,2.5272,2.2183,0
